Gene,logFC,PValue,FDR,cKO_1,cKO_2,cKO_3,cKO_4,cKO_5,FL_1,FL_2,FL_3,FL_4
Aldh5a1,0.211608985,0.142599701,0.390762831,7.880657192,7.709927255,7.995446057,7.673943204,7.653698408,7.838079757,7.50579928,7.564039184,7.572212401
9930021J03Rik,0.211531431,0.183514537,0.445485066,10.10749948,9.765422906,9.842600057,9.902431204,9.40627875,9.594186174,9.739274392,9.855592493,9.000459927
D130040H23Rik,0.211257828,0.262857657,0.536605245,6.651011549,6.652060986,6.663806747,6.510518178,6.562361423,6.320480186,6.567394626,6.672073702,6.358419267
Ttc3,0.211135788,0.101033022,0.329745405,10.92023331,10.64367906,10.86349968,10.8265838,10.54432286,10.61361665,10.64351033,10.71849068,10.10138071
Kif19a,0.211088276,0.248931201,0.521194966,6.141388017,5.975619219,6.262349823,6.061500293,5.903899169,6.019900785,5.962922352,5.86769505,5.980885137
Dnajb5,0.211038836,0.011333138,0.102208669,9.051138036,9.065883594,9.054554679,9.120335667,9.139244722,8.982018079,8.834320004,8.867082948,8.917846752
Tnfrsf13c,0.210875343,0.124649433,0.365667017,7.892416541,7.843558489,8.198210911,8.182986454,8.115678216,7.831382013,7.923679799,8.033966001,7.722870419
Nbas,0.210781029,0.087616613,0.307177032,10.07424116,10.06274251,9.960450403,10.22600658,9.907428547,9.91585852,9.883040209,10.02774278,9.44169369
Tmem185a,0.2107772,0.025261355,0.15890584,9.417388449,9.387719585,9.416731256,9.544529474,9.314273607,9.342435562,9.176842154,9.281212439,9.075715211
Ammecr1l,0.210665225,0.033059766,0.18404127,10.61863469,10.61000248,10.61023639,10.6329013,10.49878057,10.334814,10.50853761,10.5326261,10.11508941
Zfp799,0.210531325,0.092630516,0.316208587,8.341963942,8.280202457,8.486839713,8.504847233,8.313689223,8.059356923,8.306552548,8.395684842,8.041194506
Pole2,0.210506312,0.006128297,0.070636745,10.64904351,10.77271629,10.69382393,10.80867374,10.82674724,10.44446635,10.50661115,10.58284094,10.63689346
Gm11342,0.210143175,0.234443658,0.504259647,6.202286357,5.924861382,6.018354345,6.061500293,5.903899169,6.019900785,5.857199134,5.925560861,5.801722886
Dhx35,0.210084751,0.005089347,0.063210155,10.37758648,10.41031965,10.31081335,10.45167526,10.3497389,10.29437307,10.18622733,10.12273083,10.09862322
Slc6a6,0.210000261,NA,NA,13.00993907,12.85738133,12.91615933,12.91270049,12.61051801,12.63800254,12.80628757,12.91902842,11.88871293
Mfn2,0.209989524,0.002804574,0.044173055,11.31403626,11.41161127,11.24280955,11.42668503,11.44039869,11.20694292,11.14291289,11.17764327,11.10943034
Gm12981,0.209739139,0.204677607,0.469716359,6.334148822,6.063346906,5.922376717,6.019666398,5.697980861,5.86603239,5.913474195,5.925560861,5.871189572
Necab3,0.209696535,0.19570844,0.459377768,7.401595279,7.527533657,7.13287128,7.377958295,7.551929999,7.001765148,7.320399589,7.296962964,7.372393619
Tgif1,0.209664468,0.04355149,0.214050197,9.139977294,9.289085394,9.43804121,9.350379732,9.290852648,8.970250748,9.231779792,9.209987359,9.006392381
Pla2g6,0.209633014,0.023618975,0.153326045,9.254839528,9.068658347,9.127380166,9.09352725,9.073277447,9.070053685,8.906813219,8.860657608,8.9051881
Agpat4,0.209554492,0.16787408,0.425552189,9.365233283,9.568617582,9.255540929,9.115014216,9.312160229,9.34470866,8.961684755,8.622746815,9.381547477
Ccnt2,0.209185585,0.06445423,0.262444285,11.47490896,11.21914019,11.25182764,11.33015249,11.18162241,10.97971903,11.28278793,11.2055489,10.77184133
Gpalpp1,0.209169176,0.078924912,0.290601027,11.03977375,10.83476523,10.98170476,10.96971814,10.56302929,10.63689724,10.78370857,10.81059531,10.39558405
Zfp689,0.209141347,0.085688047,0.304063963,8.152580402,8.163736525,7.959521848,8.103055563,8.283329235,8.013217504,7.98214061,8.062804145,7.809827952
Ube2z,0.209085391,6.04E-04,0.015986557,12.51014093,12.58504361,12.5069207,12.57067498,12.59135301,12.41070638,12.24594566,12.33682791,12.37088861
Nfic,0.209054286,0.192698074,0.456646421,10.09772511,9.797416376,9.691346325,10.00908623,9.533153677,9.682960076,9.745833845,9.865186207,8.945922223
Gorasp1,0.20896727,0.088264278,0.308426048,7.966445101,7.88959679,7.916366239,8.058436924,7.974928901,7.733889393,7.772024607,7.992536602,7.692563914
C030037D09Rik,0.208918981,0.235972802,0.506347445,7.070281698,6.924139044,6.984539932,6.876757291,6.63279888,6.702425783,6.802746604,6.741759655,6.865107969
Zbtb26,0.208882586,0.115312211,0.352096481,8.825283663,8.584317217,8.715410484,8.592369257,8.372485315,8.372393391,8.598773595,8.540337329,8.202581189
Nsmaf,0.20887544,0.029409942,0.173823168,11.88162615,11.87382065,11.84962517,11.80920092,11.55822579,11.6509421,11.60323895,11.67435759,11.38163445
Trim39,0.208636122,0.029057974,0.172797746,10.8427098,10.75142494,10.83256918,10.86805219,10.75961717,10.50342329,10.71531424,10.76953523,10.37864442
Tnrc18,0.208511228,0.155790257,0.410506251,10.24001496,9.975711456,9.841004095,10.06920164,9.738756681,9.746110307,9.989065797,9.933647654,9.23806952
Arsk,0.208133514,0.11612173,0.353143006,8.209393555,8.059470811,8.228440338,7.982660829,7.907356349,8.047967895,7.905635724,7.968281703,7.715358998
Nedd4,0.208015647,0.287914983,0.564864941,10.49480012,9.683073656,10.89531602,9.850769223,9.667956867,10.35742292,9.692498731,9.853987291,9.202409406
Zfp93,0.2079438,0.242989241,0.514503142,7.56922751,7.252626753,7.335171421,7.089166447,6.999027571,7.339997284,7.113286157,6.940325226,7.007613336
Trappc10,0.207676239,0.068957336,0.271124536,11.72402504,11.73630502,11.66125345,11.93304913,11.58024153,11.49262639,11.63442582,11.6865578,11.1677442
Itpr1,0.207654874,0.223910224,0.491160867,11.47679284,11.01921264,11.52557722,11.02222669,10.57712048,11.24196546,10.87311881,11.04421546,10.25537063
Atm,0.207650667,NA,NA,11.17879503,10.56383937,10.60836429,10.92734547,10.56744761,10.27668718,10.86412256,10.79397717,9.117386851
Slc7a3,0.207634138,0.266823634,0.541479014,6.887720288,6.492117111,6.916484619,6.396850185,6.379834956,6.920396921,6.327209153,6.064264584,6.145775443
Klhdc2,0.207626545,0.056771374,0.245311678,11.28368541,10.97875116,11.12994864,10.84985742,10.84432683,10.81154125,10.70778994,10.75329374,10.95887498
Ttc23,0.207614338,0.230095996,0.498694111,6.87440401,6.866201861,7.036148589,6.800921391,7.165347934,6.684924044,6.888990744,6.868280331,6.865107969
Mef2a,0.207586106,0.158272062,0.413292654,11.24882804,10.71844723,11.02443599,10.9129398,10.5353289,10.8455055,10.72113943,10.82047497,10.21138999
Fam107b,0.207543561,0.019228095,0.136912091,14.1413659,14.00038848,14.28884773,14.02265968,13.92757988,13.96616224,13.86425314,13.84426054,13.77307038
Arhgap11a,0.20752657,0.10650768,0.33899004,12.18158297,12.04169591,12.03304525,12.25095629,12.01105728,11.77566858,12.10039324,12.10232984,11.41632609
Gm37893,0.207488534,0.246896441,0.518900129,7.620561875,7.33472485,7.274863397,7.442911416,7.20597964,7.089817615,7.472525584,7.376494537,6.834214977
Tert,0.207391939,0.234346429,0.504259647,8.138002232,8.313783804,7.818940519,8.146264224,8.095721446,7.857973848,8.217974527,8.074170663,7.33238803
Dhx33,0.207378149,0.068396672,0.270080883,10.95714787,10.74281952,10.98963425,10.77049023,10.50524386,10.6616247,10.58081228,10.7007687,10.38318118
Bhlhb9,0.20725563,0.075495401,0.283785919,10.5576028,10.4761998,10.69028879,10.50322081,10.26192696,10.50342329,10.20298807,10.37165427,10.03658053
Kcnk6,0.2071866,0.161981144,0.417857277,9.346726922,8.932008494,9.238617491,9.015659615,8.843021532,9.108092847,8.714729303,9.069842586,8.54096622
Mtmr6,0.207072632,0.113311518,0.349517189,11.2954756,11.21230169,11.34410406,11.41166756,11.09127845,11.02417144,11.23125615,11.26642905,10.5618636
Art2b,0.206958784,0.229022006,0.496943577,7.247266997,6.938153961,7.383269841,7.236851521,7.382298114,7.12558837,7.101919385,7.286650222,6.849773816
Aacs,0.206831133,0.054820459,0.242615559,11.81208222,11.84276579,11.60513117,11.67819856,11.38443914,11.61624408,11.29845151,11.44781504,11.43936144
Osbpl8,0.206813144,0.150668129,0.403760897,11.73547826,11.32839245,11.47616228,11.52266018,11.13299284,11.1427158,11.41079947,11.46470669,10.72973276
Clic4,0.206711926,0.127253516,0.369559646,12.00292515,11.83428934,12.11701952,11.8984609,11.5408171,11.86349647,11.6153482,11.83358598,11.23260949
Nudt21,0.20656797,0.049748706,0.230365134,8.577881496,8.483143663,8.58663527,8.467403744,8.343398484,8.249649323,8.269945926,8.404621772,8.361131357
St3gal3,0.206472811,0.081201246,0.29479756,8.716710769,8.427491366,8.628391944,8.600061514,8.789063175,8.604917248,8.283787117,8.4825765,8.442949836
Tm9sf1,0.206420945,0.048231209,0.226187739,10.86949534,10.98751761,10.8689817,11.05435801,10.90072331,10.73594736,10.74093456,10.94234856,10.43653554
Slc36a3os,0.206407007,0.191633882,0.455782905,7.081465003,7.044340574,7.144415563,7.064699838,7.24527785,6.988609926,6.91626114,6.883077799,7.157817164
Pkd1,0.20639101,0.147209089,0.397230875,10.43593289,10.37732629,10.06663584,10.55396271,10.28143079,9.819700243,10.38393771,10.37836164,9.805732378
Gm37303,0.206358935,0.279619806,0.554671727,7.000785985,6.513728185,6.549548142,6.785072997,6.465819856,6.421260191,6.622866977,6.774867726,5.871189572
Rtkn2,0.206306606,0.102580637,0.33205016,8.138002232,8.341934111,8.151583952,8.517108902,8.416998615,8.007338384,8.193687808,8.172429183,8.207821416
Rreb1,0.206268029,NA,NA,9.175417933,9.026457656,9.084675554,9.185228878,8.651146612,8.875585616,8.981377438,9.047437064,8.228585281
R3hdm2,0.206183313,0.009984677,0.094811461,11.10152644,11.09417676,10.99250692,11.15313057,11.01443251,10.7454022,10.96783969,10.95510907,10.78217895
Zbtb11,0.206111552,0.098050708,0.324936949,10.65071421,10.48241818,10.50045158,10.56273447,10.33943869,10.24064955,10.48329033,10.47955757,9.889537338
Zfp953,0.2060804,0.151231691,0.404712908,8.545479717,8.355798017,8.555467216,8.576857135,8.32224271,8.254577065,8.492273808,8.435457164,7.891450791
Tia1,0.206058651,0.118292949,0.355925688,11.18053016,11.04253474,11.09896452,11.28023537,10.77650441,10.72643006,11.0626269,11.06790483,10.49951857
Lactb2,0.206042618,0.134013933,0.378703349,9.923276611,9.77898087,10.09099426,9.613868289,9.435676837,9.768248258,9.559125598,9.597956732,9.323506045
Gstt3,0.205808888,0.177648646,0.438718282,8.113355335,8.230769013,8.374891857,7.796520852,7.94156561,7.884047533,7.710377743,8.085443279,8.005282538
Arid5b,0.205658823,NA,NA,9.108532275,8.89176755,8.725919403,9.13355294,8.596172879,8.554279374,8.947449384,9.041780091,7.669365908
Ifi209,0.205619776,0.142002964,0.390115998,8.93166415,8.595981665,9.026607241,9.16220632,8.925847567,8.732825485,9.022678455,8.603559788,8.557333299
Prrc2a,0.205509419,0.054729668,0.242615559,14.13541648,14.05238053,13.81198189,14.06602642,13.83797304,13.78935671,13.83281845,13.92092918,13.47626979
Zfp976,0.205493426,0.216574977,0.483355815,7.769891004,7.198346131,7.699153837,7.754545127,7.373621708,7.522580799,7.420917506,7.405052513,7.311888929
Ahctf1,0.205442027,0.11382549,0.35021545,12.38408703,12.05704066,12.25822742,12.17423426,11.86985048,11.98849231,12.03579379,12.11408611,11.50321873
Asb1,0.205406526,0.021824983,0.146650081,9.490349417,9.400956838,9.37534612,9.53462807,9.328980346,9.23621063,9.255021212,9.337583305,9.117386851
Ube3b,0.205229118,0.051206067,0.23409285,11.38597801,11.40617399,11.22460235,11.54887791,11.35613383,11.20880758,11.2743262,11.2979948,10.87283056
Chst14,0.205193764,0.073545486,0.280566228,8.55636371,8.440532561,8.531627926,8.600061514,8.32649975,8.472616524,8.178907389,8.35474273,8.2591566
Bptf,0.20519177,0.17468055,0.434703656,12.60339347,12.26954091,12.32353707,12.45617693,12.02781442,12.04384632,12.32124659,12.39635478,11.48118891
Fam227a,0.205099398,0.260632975,0.534551117,6.07369536,5.867087588,6.018354345,6.061500293,6.171718376,5.974264508,5.913474195,5.976399088,5.871189572
Fam227a,0.205099398,0.260632975,0.534551117,6.07369536,5.867087588,6.018354345,6.061500293,6.171718376,5.974264508,5.913474195,5.976399088,5.871189572
Sh3yl1,0.20508306,0.166943352,0.424458699,7.418550949,7.324758134,7.500315399,7.204362963,7.407971359,7.065342784,7.291506568,7.337368628,7.237310467
Abl1,0.205076255,0.087579271,0.307177032,11.54796032,11.46697582,11.32029732,11.58852464,11.31838132,11.24923145,11.37114355,11.40852389,10.82613754
Bard1,0.205051339,0.067955537,0.269277983,10.57090055,10.60336182,10.58094184,10.79136757,10.64557977,10.26597035,10.64000017,10.58284094,10.16865357
Runx2,0.205043649,0.149399872,0.401628435,9.365233283,9.109643142,9.318999954,8.936302515,8.897830401,9.191403338,8.889034751,8.975053079,8.620956583
Fads6,0.204975953,0.132033052,0.375434745,8.435659514,8.225726914,8.383829869,8.047050424,8.080560304,8.194249671,8.112954261,8.091044881,7.858044487
Cntrob,0.204969821,0.030279853,0.175910295,10.78531768,10.92271863,10.62048964,10.97483695,10.87315779,10.64150854,10.68412646,10.71231275,10.48376524
Acap3,0.204966432,0.018591795,0.134493838,10.67472413,10.73849745,10.53338686,10.80785433,10.86672093,10.52155067,10.53712944,10.58767101,10.44848901
Trak1,0.204962097,0.048907859,0.227780956,11.0996935,10.96919361,10.82614157,11.12578146,10.96774914,10.7675064,10.93026411,10.89794222,10.53051742
1700066M21Rik,0.204794866,0.008841205,0.088578377,9.357037804,9.376594145,9.335002135,9.350379732,9.284397879,9.072804748,9.19619189,9.142958192,9.210126272
Bag4,0.204791768,0.018433312,0.133774303,10.2477674,10.05022856,10.21559594,10.12821863,10.00196719,9.920425506,10.00827352,9.977049348,9.820881428
Ptger2,0.204788386,0.033138382,0.184232873,8.945446426,9.106947235,9.124748327,9.021365242,8.897830401,8.875585616,8.821868511,8.7362,8.917846752
Jchain,0.204651517,0.279728377,0.554803641,8.650698521,7.617964489,8.324678016,7.424693761,7.26445757,8.059356923,7.189915182,7.423735598,7.563777662
Ubiad1,0.204624308,0.080267189,0.293056046,9.383503092,9.526999704,9.596087094,9.467503225,9.249470692,9.51576099,9.179275283,9.148227705,9.125576776
Ppfia3,0.204547919,0.27120814,0.546110557,6.651011549,6.492117111,6.549548142,6.591846604,6.562361423,6.51095711,6.50832864,6.515323102,6.303878464
AU022252,0.204515894,0.019436386,0.13796182,9.530950083,9.437810391,9.414582695,9.359392324,9.374240025,9.289130467,9.340040879,9.171702278,9.136423923
Zfp760,0.204505714,0.185462323,0.447610931,9.083862193,8.707593766,8.743262139,8.783225476,8.617040805,8.49348338,8.880061168,8.743215209,8.143581152
Acap2,0.204435486,0.109040846,0.342563064,11.55911703,11.26251596,11.27737119,11.46667549,11.1436792,11.02346524,11.32709711,11.31904821,10.75794143
Eif4e3,0.204130384,0.053365863,0.2387095,11.36578688,11.15250147,11.37469672,11.21128453,11.00989653,11.23038556,10.89977541,10.99998861,10.91022531
Rnf168,0.204123199,0.00488969,0.061460063,10.80495355,10.69007875,10.77616474,10.82496478,10.754977,10.56006092,10.60171561,10.66191173,10.45065174
Taf1,0.204117054,0.145388282,0.394431865,12.01107194,11.76504704,11.76272405,11.9955231,11.6023566,11.56960951,11.83758769,11.80982339,11.06356322
Usp9x,0.204073376,NA,NA,11.82433982,11.24312769,11.40680835,11.40247292,11.05839663,11.18690171,11.41696242,11.47255705,10.00305105
Otud1,0.204072106,0.169410684,0.426886777,8.047113054,7.672392025,7.763917785,7.688970439,7.895757263,7.434594994,7.818064171,7.588716591,7.767062613
Snord53,0.203942112,0.294393483,0.572209715,6.506957037,6.513728185,6.232750909,6.611097425,6.580478645,6.171315241,6.444987576,6.493680919,6.384304705
Gm4419,0.203872939,0.290063476,0.567719222,6.036518737,6.266721519,6.16934025,6.17101591,6.229802738,6.100601603,6.121934527,5.86769505,6.145775443
Sema4a,0.203763114,0.204175411,0.469404979,11.82322979,11.44805077,11.53101956,11.33072288,11.03115654,11.70257534,10.73601122,11.06859572,11.14256341
Ezh2,0.203707757,4.38E-05,0.002125273,13.30106234,13.29193813,13.36494734,13.29153795,13.35141846,13.15330656,13.08452699,13.10168197,13.12110451
Plcd1,0.203689824,0.286638691,0.563173389,6.74633263,6.534821164,6.828769753,6.466870231,6.445148498,6.531997572,6.466627394,6.597001032,6.384304705
Gm17349,0.203613726,0.282299832,0.557629297,6.202286357,6.063346906,6.098825601,6.019666398,6.10775398,6.019900785,6.00750937,5.86769505,6.069543045
Tfap2a,0.203514771,0.296078774,0.574254326,6.141388017,6.399726254,6.290755957,6.019666398,6.308626481,6.171315241,6.121934527,6.103279532,6.145775443
Pcyox1,0.203483564,0.063412401,0.26023194,9.427203828,9.321952348,9.502154487,9.429517877,9.28007843,9.331015514,9.275619715,9.247271481,8.914692669
Trim37,0.20347586,0.009204523,0.090253435,11.4328283,11.30812752,11.46741525,11.33300217,11.35919326,11.24923145,11.2295063,11.20680459,11.00813904
Gm42688,0.203250353,0.208948975,0.474091769,8.299169617,8.576486719,8.103316745,8.622888729,8.644391298,7.989546603,8.385546489,8.580183928,8.023357144
Fbxo10,0.203148982,0.184107128,0.446067509,7.717531737,7.672392025,7.420455455,7.761634055,7.625427,7.269197762,7.585383994,7.698056101,7.362512532
Ptprk,0.203105448,0.281184176,0.556233424,7.874738638,7.38338949,8.092355569,7.329401218,7.301933364,7.741096117,7.251888127,7.211901834,7.494227835
Dbn1,0.202956279,0.249356069,0.521569139,6.230721361,6.138788247,6.318093011,6.234576773,5.952244695,6.320480186,5.702805913,6.02223266,5.871189572
Fam20a,0.202947282,0.120911748,0.359829357,9.463899906,9.240779978,9.181554502,9.104311273,9.195422617,9.279653461,8.846662879,8.79136926,9.197241531
Nlrx1,0.2029395,0.103715394,0.334090325,8.142878858,8.503971653,8.343148352,8.311407105,8.36836714,8.331123333,7.98214061,8.151194693,8.186739753
Itgal,0.202899448,0.150457209,0.403593302,13.99594058,13.79984374,13.85442438,13.92115096,13.37955691,13.77736938,13.59925067,13.72678425,13.06085695
Kif20a,0.202873687,0.078602609,0.290298205,12.59453003,12.79156834,12.73363925,13.00365551,12.85726185,12.60558979,12.65267572,12.77455744,12.23803065
Stom,0.202844951,0.237504423,0.507711435,7.7308175,7.439387935,7.517400332,7.170968015,7.407971359,7.588853296,7.12454331,7.167005207,7.301509782
Chuk,0.202806393,0.078384916,0.289762127,11.66287353,11.5353136,11.65854381,11.59566062,11.30575045,11.40100835,11.4553944,11.46470669,10.98818866
Tmem198b,0.202692461,0.058298779,0.248936703,8.584981375,8.491512121,8.49919755,8.689228038,8.516886992,8.49348338,8.227570609,8.363945728,8.451751226
Ankrd17,0.202665094,NA,NA,12.71092297,12.49854473,12.64243372,12.69325096,12.2740356,12.27256914,12.60444847,12.60640158,11.60519476
