Gene,logFC,PValue,FDR,cKO_1,cKO_2,cKO_3,cKO_4,cKO_5,FL_1,FL_2,FL_3,FL_4
Nelfcd,-0.230730506,0.091692618,0.315063062,11.20346788,11.4856557,11.22826223,11.43519674,11.74405271,11.53535092,11.55282627,11.51979289,12.08509103
Krtcap3,-0.230742351,0.14438231,0.393506897,8.223237819,8.689595532,8.146304108,8.504847233,8.36836714,8.321783183,8.472373215,8.618930311,9.000459927
Gm20033,-0.230762911,0.228682241,0.496709413,6.141388017,6.138788247,5.972848937,6.17101591,6.505718567,6.136990458,6.301343128,6.376297745,6.586934373
4933431K14Rik,-0.230806907,0.174636468,0.434673493,6.887720288,7.141482061,6.944211782,7.136605826,7.311125631,7.22681511,7.301213392,7.033890084,7.430092407
Camk2b,-0.230888938,0.157263456,0.41181318,7.070281698,7.294364196,7.109436069,7.247489249,7.20597964,7.636418197,7.339291328,7.233734118,7.134092599
Gm9625,-0.230939396,0.052234712,0.23612336,7.70411055,7.731944485,7.791713992,7.635601892,7.84833141,7.983563734,7.929641152,7.798985131,7.949565977
Htatsf1,-0.230978765,0.001546459,0.030074172,11.26636207,11.33927529,11.2943462,11.33584623,11.46332601,11.45907864,11.58966389,11.59219631,11.64678378
Pdhb,-0.230995605,0.079738043,0.292374374,11.03786053,11.20918252,10.88839187,10.87589187,10.95432124,11.00426575,11.02276458,11.22240916,11.6627165
Snord49a,-0.231003808,0.134277815,0.379268596,6.87440401,7.081729347,7.121212349,7.247489249,7.144498274,7.279566114,7.157681066,7.286650222,7.269833501
H2-Ke6,-0.231065915,NA,NA,6.964366962,6.951992652,6.930435773,6.831912445,7.347223236,6.988609926,7.043348779,7.071736005,7.605411139
Gm16580,-0.231385254,0.236548456,0.506543693,6.141388017,6.374905325,6.262349823,6.203562058,6.283306607,6.467291762,6.327209153,6.206989995,6.480291965
Dtd1,-0.23149687,0.011424672,0.102693681,9.763873146,9.889328915,9.888127784,9.608216502,9.809219074,10.10689473,9.968197155,9.912216355,10.08056945
Gm7722,-0.231524554,0.177159213,0.43840324,5.783832589,5.924861382,6.098825601,5.865865276,5.995842528,6.019900785,6.121934527,5.798861498,6.358419267
Sh3bp2,-0.231624764,0.006254057,0.07147494,10.1994717,10.18732051,10.09635165,10.04990384,10.06462827,10.50139498,10.29518932,10.35134256,10.2253579
Ndufb6,-0.231667144,0.058595772,0.249193922,10.72871121,10.86283168,10.76108005,10.67665283,10.79846667,10.88725335,10.89242012,10.7780104,11.41355911
Gm15446,-0.231709039,0.018098074,0.132371292,8.325004347,8.309036025,8.27739595,8.228804409,8.339193051,8.372393391,8.535083358,8.4825765,8.549173648
C330006A16Rik,-0.231757702,0.125812827,0.367220826,9.508947109,9.852946446,9.483834963,9.946346108,10.29322094,9.864639245,10.22190709,10.04752988,10.26523734
Cpd,-0.231817575,0.100268561,0.328430689,9.669586178,9.550929211,9.763919091,9.940368105,9.890578338,9.809884681,10.12220501,10.3794765,9.654170521
Ahsa1,-0.231861166,0.019599308,0.138568285,12.49442165,12.63609131,12.61777241,12.5908102,12.83619603,12.88745639,12.70564816,12.82263466,13.09734104
Nnt,-0.232010581,0.160053536,0.415569741,9.584522584,10.11707885,9.783997363,10.1683907,9.490855339,10.55518088,9.599550987,10.16474003,10.04520022
Vwa3b,-0.232044062,0.233350219,0.503101296,6.141388017,6.555427406,6.098825601,6.531550318,6.744833021,6.346923553,6.708684261,6.689961133,6.73564008
Mir5125,-0.23215124,0.146075964,0.395692429,7.801594364,7.731944485,7.305387956,7.513268497,7.918856251,7.697252461,7.893470427,7.846709465,8.011334179
Gimap5,-0.232190292,0.043103387,0.21320711,10.86806013,10.85965161,11.05704578,10.66674317,10.72523702,11.16465784,10.92810761,10.88701527,11.32385942
Supt3,-0.232316416,0.079909297,0.292450795,8.751741598,8.86001625,8.777321152,8.663799663,9.022362135,9.072804748,8.877057298,8.811514683,9.34933515
Oxa1l,-0.232385288,0.01497089,0.119209563,11.10396674,11.20229651,11.13320597,11.21499692,11.30310503,11.56622005,11.24748652,11.29917253,11.58615482
Phb2,-0.232475506,0.04877076,0.22754111,13.26840627,13.32659333,13.24636723,13.07872935,13.31342018,13.54934837,13.29778543,13.24924008,13.84659267
Asnsd1,-0.232489561,0.114784206,0.351195771,9.154259503,9.409714083,9.423157643,9.164782825,9.629508202,9.586534058,9.426431787,9.319039116,10.02355329
Eif3h,-0.232533473,0.00822416,0.08422333,13.23624523,13.26471357,13.3730951,13.25430206,13.38881573,13.51498345,13.4738458,13.40977481,13.76896402
Creb3l1,-0.232533532,0.13571727,0.381624196,7.024425994,7.117946684,6.997665144,7.076997954,7.20597964,7.388191854,7.14673845,7.071736005,7.322181133
Msto1,-0.232624511,0.028212031,0.170032815,10.88731586,10.96771758,10.84295329,10.89453489,11.10774553,11.14141463,11.03417128,11.05889304,11.46524468
Ncl,-0.232764965,0.019194279,0.136742897,16.05439973,15.99059389,16.15471427,15.78777071,15.99818447,16.33053658,16.13911165,16.07825932,16.43109798
Ncl,-0.232764965,0.019194279,0.136742897,16.05439973,15.99059389,16.15471427,15.78777071,15.99818447,16.33053658,16.13911165,16.07825932,16.43109798
Ccr2,-0.232798213,0.23252496,0.502038332,10.06674477,8.817645483,9.743555896,9.009930987,8.613584271,10.36525288,9.403761297,9.794971186,9.497316233
Gm15877,-0.232843656,0.174890735,0.434908392,5.698243373,5.867087588,6.018354345,5.797363301,6.171718376,6.171315241,6.2176536,5.925560861,6.069543045
Airn,-0.232911286,0.17409447,0.433800804,6.900874218,6.705664697,6.663806747,6.816531649,6.831839427,6.847638723,7.090440454,6.940325226,6.802389587
Gm11353,-0.232961586,0.223455408,0.490635057,5.99647745,6.021380716,6.018354345,6.019666398,5.995842528,6.061752769,6.2176536,6.139823135,6.069543045
Gm15602,-0.232967273,NA,NA,6.284288629,6.322764394,6.13511179,6.100332427,6.257064992,6.234902932,6.187317197,6.267952019,6.6825093
Mthfsd,-0.233036932,0.059582587,0.251762182,9.664622251,9.794082031,9.58467688,9.699621895,9.990155045,9.861475545,9.865084669,9.882609927,10.30762599
Prr3,-0.233061893,0.05500665,0.242728891,9.56511118,9.743114293,9.567389355,9.506534294,9.846110895,9.785048048,9.794096661,9.724663163,10.19470568
Trub1,-0.233062376,0.002037429,0.035740239,9.530950083,9.526999704,9.60552669,9.558277443,9.612464268,9.704320559,9.757241221,9.789941884,9.881534064
Uap1l1,-0.233192378,0.071880832,0.276745872,9.589771277,9.720453327,9.429555286,9.665570698,9.840271538,9.863058266,9.70770075,9.703416119,10.24169247
Naprt,-0.233250064,0.189199187,0.451982202,6.731067875,6.895558103,6.733059057,6.891297244,7.090694507,6.934380685,6.942866621,6.9262924,7.280483841
H2-T23,-0.233378126,0.014224725,0.115358533,12.03715583,12.36621925,12.12750731,12.36641984,12.40708368,12.46032144,12.59474237,12.44981608,12.54352969
Hk1os,-0.233508814,0.188721141,0.45168634,6.545157311,6.895558103,6.765964026,6.572187673,6.831839427,6.785617119,6.942866621,6.912077501,6.834214977
Casp1,-0.233600659,0.012484366,0.10752842,10.52608872,10.4404458,10.66799539,10.65767484,10.73312304,10.71946868,10.82756519,10.80645871,11.0103388
Ndufs8,-0.233715123,0.09512377,0.320102282,11.15545814,11.51525117,11.27383403,11.42454923,11.71051135,11.49975103,11.57090218,11.48967885,12.1214863
Dhrs7b,-0.233723873,NA,NA,9.636164015,9.765422906,9.805436454,9.625105439,9.897623298,9.966786582,9.757241221,9.706979221,10.4452388
Trmu,-0.233786221,0.056806675,0.245311678,8.917746641,9.104246213,9.032240852,8.927204807,9.172283668,9.058995916,9.091541714,9.290763458,9.540715919
Mif,-0.233987983,NA,NA,11.20460524,11.39304026,11.33677722,10.86569195,11.1448617,11.52291575,10.94099848,10.99563569,12.20353289
Gimap9,-0.234027661,0.021339305,0.144745412,12.24953886,12.43803348,12.52215275,12.42367027,12.58766314,12.54391898,12.61274827,12.66100002,12.93937743
Inafm1,-0.234101146,NA,NA,8.732741778,8.830818289,8.4659974,8.776473353,8.980274527,8.780906708,8.944585094,8.67144129,9.503597311
Klhl32,-0.234158875,0.226824636,0.494519886,6.425098339,6.374905325,6.464510319,6.816531649,6.580478645,6.906231944,6.444987576,6.758448277,6.626324946
Msrb1,-0.234182644,0.062451611,0.258315666,9.921891771,10.2482195,10.12415507,10.15813065,10.45747605,10.37636515,10.31294122,10.29218542,10.73151207
Calr,-0.234214614,0.008054779,0.08287162,14.62117215,14.64013566,14.72916202,14.60107344,14.78854694,15.05966787,14.74082951,14.82802227,15.04374642
Gm1976,-0.234340496,NA,NA,6.860920397,6.705664697,6.64569898,6.831912445,6.682388533,6.769515399,7.157681066,6.822613591,6.769558939
Sp100,-0.234633884,0.013932878,0.11385261,12.61156002,12.76484608,12.69560118,12.8629097,12.89076291,12.85509118,13.22444519,12.99655705,12.96378711
Stoml1,-0.234873994,0.016083469,0.124210775,9.514479631,9.684875905,9.46527793,9.484067262,9.677819663,9.695458987,9.826940256,9.685466615,9.95200714
Mettl5,-0.234925592,0.009995551,0.094811461,8.863577663,8.86001625,8.948282536,8.89333808,8.825263159,9.005264212,9.054876289,9.036100521,9.240582883
Bod1,-0.234945939,0.027557052,0.167835156,9.144753957,9.317303122,9.295824169,9.182689103,9.320595044,9.458190264,9.357312657,9.339884496,9.720325816
Ubl7,-0.234966625,0.013773611,0.113048347,10.81913549,10.99912388,10.87054417,10.92356844,10.97441646,11.37964943,11.04615137,10.9905406,11.18861316
Pef1,-0.234992525,0.051701556,0.235242945,10.63560767,10.90045494,10.70086829,10.78221878,11.04389041,11.03472319,10.95023736,10.86729438,11.37880003
Sla,-0.235020094,3.93E-04,0.011628522,12.66993861,12.77162604,12.77278931,12.68212204,12.73465176,13.02922451,12.96118099,12.84013201,13.02578296
Bckdha,-0.2350319,0.004087043,0.055033449,9.625983513,9.727464133,9.651814052,9.628831663,9.77288799,9.921944613,9.86357819,9.804977232,10.02209851
Gpr18,-0.235041471,0.00277631,0.043955551,10.17876335,10.26395285,10.23878723,10.36404493,10.23105221,10.58517396,10.3670453,10.52660169,10.45496749
Gm25117,-0.235199206,0.203408814,0.468424399,5.99647745,6.138788247,5.972848937,5.865865276,5.903899169,6.234902932,6.086369202,6.174293099,5.929584598
D730003I15Rik,-0.235286715,0.13782944,0.384114833,7.047583648,7.198346131,7.189496789,7.182203996,7.457794689,7.310153363,7.412106873,7.244503704,7.563777662
Gbp2,-0.23532792,0.140656878,0.388238538,12.93176691,13.43306218,13.05327916,13.76251818,13.95572018,13.52449387,13.83195409,13.95839344,13.75788355
Gm10658,-0.235335033,0.228979098,0.496943577,6.425098339,6.205852041,6.13511179,6.136705723,6.229802738,6.421260191,6.327209153,6.296554337,6.384304705
Mpst,-0.235350492,NA,NA,10.04529021,10.42761171,10.09367545,10.33360781,10.72523702,10.41135871,10.4405385,10.38392733,11.11829523
Lppos,-0.23543928,NA,NA,7.78266335,8.174264193,7.845621884,7.789616473,8.002116695,8.070651569,7.941485346,7.812795935,8.628710617
Plekhj1,-0.235452334,0.075784153,0.284556731,11.21367197,11.20668232,11.17362985,11.07833474,11.44520537,11.37854552,11.27602252,11.27543309,11.92607631
Snhg6,-0.235637591,0.094153363,0.318804333,10.6991479,10.80614123,10.93094465,10.37294109,10.63467419,10.9569679,10.72942048,10.70610822,11.36683422
Capzb,-0.235700841,0.021879565,0.146726868,13.94131753,14.11985227,14.02722287,14.00168646,14.23666348,14.35887151,14.20110845,14.12559082,14.56472352
Stambpl1,-0.235714091,0.007895708,0.08215886,10.60232296,10.78952568,10.52646325,10.75866541,10.77268374,10.7917675,11.00241224,10.91878448,11.00004442
Erf,-0.235726802,0.009446861,0.091739312,10.41051187,10.56286173,10.30388656,10.43584474,10.63298906,10.63874353,10.67042787,10.69540931,10.82780176
Grk4,-0.235770228,0.165117712,0.421946802,7.25690339,6.909942368,7.010638949,6.93378291,7.022644581,6.948188752,7.36709868,7.276249681,7.146014586
4930579K19Rik,-0.235861115,0.225560938,0.492996184,6.108525823,6.102301173,6.16934025,6.17101591,6.257064992,6.234902932,6.487729763,6.02223266,6.358419267
Gps2,-0.235888744,0.085923979,0.304076533,10.66483748,11.05022566,10.65807593,11.03838188,11.26337448,11.11646662,11.12294253,11.05331919,11.53003555
Rilpl1,-0.235899874,0.041971186,0.210708058,8.232390691,8.39657886,8.296502896,8.362345247,8.416998615,8.485173979,8.431700648,8.452776016,8.778926921
Uros,-0.235908193,0.026643302,0.164402667,8.478337178,8.671364392,8.535629413,8.663799663,8.789063175,8.787643751,8.843587237,8.757141879,8.961282937
Slc25a26,-0.235928722,0.091905923,0.315397567,7.769891004,7.709927255,7.903777848,8.135589142,8.028770277,8.047967895,8.076079968,7.998533076,8.313506383
Oas1c,-0.236005345,0.056242295,0.24513751,8.391634671,8.512216784,8.453341095,8.420232801,8.630782554,8.41247376,8.787050599,8.652911555,8.882759728
2900093K20Rik,-0.236035485,0.222872767,0.489830257,6.506957037,6.555427406,6.418601055,6.320118395,6.666139738,6.397243442,6.528454511,6.707528708,6.895132981
DHRSX,-0.236112145,0.092786263,0.316346032,10.39962021,10.56676832,10.24844124,10.44747078,10.75187523,10.7203407,10.54747249,10.4753932,11.17298983
Eef2kmt,-0.23625821,0.005473095,0.065987668,9.154259503,9.215999909,9.179020941,9.239989167,9.324793847,9.389427518,9.440673601,9.369467573,9.554895043
Mrps30,-0.236272273,0.032095072,0.181720643,11.0314647,10.95212726,11.07273887,10.81439658,10.95701685,11.33425114,10.99830705,11.02583366,11.4545164
Efnb2,-0.236286736,0.205192872,0.470118441,7.103512572,7.294364196,6.69904009,7.460869822,7.329306488,7.101863681,7.569856102,7.55570731,7.34251121
Rab32,-0.236327419,0.037121672,0.196403306,7.750498596,7.843558489,7.676837671,7.666364429,7.754592801,7.903275512,7.917691945,7.92475935,7.911102606
Mrpl15,-0.236331344,0.049231153,0.228591219,11.51350399,11.6185364,11.73983482,11.46251782,11.76342457,11.87097214,11.69948814,11.66342563,12.22294054
Sh3bgrl3,-0.236359904,0.073397463,0.280237366,13.07526186,13.48116328,13.10228411,13.39589854,13.66853544,13.65213344,13.47446135,13.43543383,13.91576731
0610037L13Rik,-0.236432087,0.057897939,0.247795079,9.834787032,10.16943653,9.947164347,10.07875426,10.25646199,10.203686,10.23244071,10.1293762,10.62927761
Hspbap1,-0.236458182,0.01047013,0.097197107,8.883776382,8.872802305,8.893556617,8.803290403,8.840077237,9.168460375,8.953160679,8.97802037,9.16318584
Hspbap1,-0.236458182,0.01047013,0.097197107,8.883776382,8.872802305,8.893556617,8.803290403,8.840077237,9.168460375,8.953160679,8.97802037,9.16318584
Med28,-0.236495965,0.078953735,0.290601027,11.16600652,11.3731126,11.31112368,11.27253709,11.56044255,11.41399675,11.43225553,11.41776998,12.0562924
2700099C18Rik,-0.236508791,0.071666086,0.276363379,9.494088334,9.675841922,9.573175072,9.744945806,9.8519266,9.586534058,9.961173042,9.804977232,10.24294132
Rap1a,-0.236520039,0.005963825,0.069614799,11.43379844,11.30287017,11.47462254,11.26420042,11.2480511,11.58787174,11.54017811,11.47568526,11.73940026
Med19,-0.236577542,0.003443714,0.049414323,10.04401815,10.00483089,10.02790507,10.02611708,10.08697751,10.32452295,10.16682995,10.15825644,10.40453767
Cenpw,-0.236629149,NA,NA,9.881139358,10.05858329,9.948646657,9.885416204,10.17884528,10.02164848,10.08909228,9.974097854,10.78902971
Fam207a,-0.236664222,0.045322427,0.218479105,10.96991468,11.06755391,11.01951546,10.96605068,11.28068978,11.38625517,11.10714587,11.10945438,11.61100298
Gypc,-0.236809775,0.003749795,0.051826429,10.15657618,10.32637339,10.2266279,10.35284683,10.32593725,10.4497357,10.47740062,10.45966865,10.65012506
1810062O18Rik,-0.23684667,0.19057237,0.454219382,6.699822032,6.633512689,6.441871789,6.70191271,6.48599996,6.702425783,6.724981432,6.653851188,6.834214977
Trav14n-3,-0.236903661,0.224965473,0.492281646,6.202286357,7.263196085,7.061099592,6.847071936,6.899214997,7.065342784,7.50579928,7.20083499,6.73564008
Rps3a3,-0.236906569,0.224842017,0.492270561,6.141388017,6.138788247,6.232750909,6.372103064,6.035834653,6.264583821,6.352216509,6.139823135,6.502672288
Bre,-0.236962766,0.05742739,0.246921437,10.18800389,10.3367093,10.39143433,10.35059672,10.48015254,10.63504858,10.35638597,10.38503789,10.95583446
2210016L21Rik,-0.236969745,0.032498715,0.182637404,10.13404137,10.31712318,10.16424009,10.20871432,10.46222986,10.47682971,10.39647819,10.34678966,10.76403914
Rps8,-0.236976057,0.094786738,0.319637895,12.27520019,11.96612293,12.18072162,11.70659922,12.0840531,12.23036867,12.06126071,12.14453897,12.77301516
Nudt8,-0.237046114,0.068527956,0.270217514,8.504832289,8.72889265,8.711890035,8.492477156,8.810292301,8.885028028,8.757911002,8.664058642,9.149867718
Hira,-0.23707253,NA,NA,9.909367759,10.14349595,9.932256516,9.882300793,10.20858597,10.17468976,9.976581015,10.0684324,10.77529545
Tango2,-0.237290959,0.043082193,0.21320711,9.350860207,9.526999704,9.29348577,9.524657733,9.646351857,9.578840858,9.594105136,9.648879203,9.976253813
Lmf1,-0.237406108,0.010702615,0.098234119,8.983339582,9.054730136,8.957201715,9.024209488,9.181584367,9.23621063,9.252714031,9.156095611,9.379270516
Phgdh,-0.237521231,0.090280084,0.312419629,11.49410309,11.8583768,11.60794295,11.68535133,12.01591108,11.97138999,11.83988284,11.71065289,12.43831146
Pcyox1l,-0.237546075,0.072989116,0.279462831,9.103632346,9.131028589,9.090084222,9.098929474,9.388345387,9.342435562,9.186549851,9.244815958,9.768013985
Eif3j1,-0.237579346,0.036172084,0.193906325,9.228104501,9.223479231,9.485882082,9.167354679,9.176941603,9.637410141,9.248088447,9.469489246,9.574910521
Ccni,-0.237593272,0.001254642,0.02625098,11.81357355,11.88089319,11.83969259,11.89345132,11.80925506,11.9812395,12.10230634,12.01688057,12.24115465
Fth1,-0.237646688,0.061174958,0.255603182,13.72056475,13.73487234,13.77785444,13.55466973,14.00268436,14.16559768,13.82531009,13.7220734,14.33564282
Dgki,-0.237726543,0.191401375,0.455398652,5.849337781,5.867087588,5.922376717,5.9234539,5.995842528,6.061752769,6.048404186,5.976399088,6.069543045
Rpl9-ps6,-0.23777699,NA,NA,6.683821525,6.756515251,6.765964026,6.572187673,6.803642018,6.801471346,6.69211499,6.774867726,7.146014586
Surf1,-0.237795885,0.043874969,0.215104389,10.47418614,10.76083192,10.61583812,10.72607148,10.92295387,10.86456016,10.85960329,10.81965425,11.25008704
Psmg4,-0.237828457,0.089844536,0.311511627,9.272388619,9.603352348,9.30745907,9.477878191,9.746585396,9.629985951,9.480600355,9.676406909,10.10550706
Litaf,-0.237891928,0.023911911,0.154563683,10.01184519,9.927856963,9.923236993,9.953783802,9.77288799,10.26357795,9.916839904,10.0684324,10.34182615
Blmh,-0.23805904,0.020976504,0.143501231,11.80722472,11.9226152,11.84804055,11.79769632,12.04975349,12.08840533,12.00169253,12.01401492,12.41526385
Pdap1,-0.23824717,0.042784093,0.212747225,12.21186739,12.26774353,12.41145152,12.23946199,12.56686771,12.72241452,12.39281085,12.38946152,12.86153941
Hist1h1d,-0.238358111,0.194374504,0.45810605,6.526262631,6.705664697,6.589210322,6.666604299,6.744833021,6.611575771,6.875093265,6.635277104,6.994160047
Psmd7,-0.238388292,0.019631157,0.138568285,12.68793649,12.83023862,12.80907374,12.706713,12.9669245,13.11852876,12.88729223,12.90091743,13.28702061
Xrcc6bp1,-0.238396064,0.057286771,0.246478454,8.697229831,8.89176755,8.743262139,8.663799663,8.807279017,8.958385065,8.731494416,8.911262363,9.285082556
Dph3,-0.238404416,0.05644524,0.245257271,10.29342482,10.38176934,10.40659952,10.25035473,10.50892419,10.45498584,10.45858934,10.47851761,11.01983248
Ears2,-0.23848502,0.061259169,0.255603182,8.848971554,8.938099293,8.80728759,9.001294506,9.236149435,9.097327862,9.147315906,9.064274207,9.471912634
Pex2,-0.238645181,0.009069791,0.08951318,9.895322907,9.978650096,10.02509824,9.925313355,10.05710064,10.15158214,10.16804998,10.08767097,10.41454437
Gm37144,-0.238806061,0.212851612,0.478524188,6.425098339,6.423804491,6.418601055,6.234576773,6.505718567,6.421260191,6.444987576,6.536446292,6.718243385
Cdpf1,-0.238864438,0.079860548,0.292374374,9.127965083,9.385501412,9.250726106,9.361636619,9.581264878,9.559425158,9.393336514,9.394029899,9.955060445
Arpc5l,-0.238885175,0.043298682,0.213431051,11.93774983,12.0957167,12.02850557,12.02048132,12.25418151,12.17104733,12.17772882,12.21173262,12.69633503
Gm20427,-0.238963262,0.209249322,0.474377526,6.172567503,5.975619219,5.922376717,6.26424524,5.903899169,6.136990458,6.155486532,6.267952019,6.244964895
Hint2,-0.239085024,NA,NA,8.739103517,9.128372905,8.884226658,8.880819474,9.264856602,8.999488246,9.127286221,8.945033955,9.776673807
Use1,-0.239180841,0.104744671,0.335894254,10.79592408,11.10831104,10.87444295,10.99152902,11.44903922,11.00283334,11.39371426,11.14132742,11.71848007
Npepl1,-0.239186578,0.020666826,0.142241309,11.86194183,12.07873119,11.86733324,12.00805619,12.15441269,12.26989307,12.08338306,12.13830225,12.4838581
Fkbp8,-0.239215293,0.076519847,0.286291585,13.28932148,13.52093806,13.30427778,13.4312898,13.80825368,13.6887678,13.63470855,13.47894277,14.14501813
Evi2a,-0.239315282,0.006280118,0.071592295,9.221341725,9.26755002,9.4124309,9.239989167,9.286552712,9.642953159,9.472703625,9.454712431,9.452559577
Nipa1,-0.239323135,0.167592384,0.425338975,7.012667779,7.263196085,7.0733745,7.563602595,7.481988435,7.248191923,7.600727576,7.547321134,7.520753632
Txnl4b,-0.239340566,0.058810876,0.249556293,8.735926233,8.718283419,8.790718072,8.714205577,9.083245394,9.134654519,9.022678455,8.770932515,9.202409406
Sfxn5,-0.239347642,0.112367888,0.348599297,7.081465003,7.093927655,7.048692103,7.039701354,7.28333928,7.21598281,7.357898668,7.155511041,7.33238803
Osgep,-0.239493714,0.030840936,0.177351683,9.950696721,10.28189548,9.901968552,10.11634244,10.27819845,10.20866969,10.31734519,10.36828883,10.52128763
Cox4i1,-0.239782659,0.077984118,0.288967991,13.40746165,13.6350075,13.44560455,13.41659286,13.81383806,13.67433792,13.65015581,13.60389794,14.27734482
Ifi213,-0.239857156,0.217261916,0.484149117,6.545157311,6.633512689,6.944211782,6.816531649,6.379834956,6.988609926,7.06713546,6.774867726,6.524493116
Cacna1a,-0.239913583,0.070974942,0.274832173,8.232390691,7.983242375,7.858765343,7.976652797,8.125548511,8.464181748,8.123309705,8.156534182,8.202581189
Gmppb,-0.239957605,0.086723125,0.305381454,9.669586178,9.923287791,9.686019306,9.959706359,10.17768903,10.07585781,9.9723952,9.95626043,10.53460064
Sh2d1a,-0.239981865,0.048410017,0.226533183,10.7553528,10.89036191,10.94880383,10.65220631,10.77955366,11.16273516,10.88354394,10.77631935,11.36626194
Gm26839,-0.240005396,0.173893059,0.433635396,5.904420195,6.063346906,5.922376717,5.865865276,5.783462291,6.019900785,6.086369202,6.206989995,5.871189572
Ndufv1,-0.240018596,0.051315864,0.234350487,11.71846317,12.01372863,11.78525567,11.88221298,12.15851538,12.13490079,12.00986914,12.01831126,12.51516422
Nudt22,-0.240104322,0.129287457,0.3723654,8.508576664,8.869616597,8.431988837,8.880819474,9.050590872,8.900626879,9.003553963,8.700590864,9.379270516
3110070M22Rik,-0.240189767,0.219628543,0.486267795,6.258015995,6.236962218,6.318093011,6.061500293,6.48599996,6.293068213,6.444987576,6.401155331,6.524493116
Dxo,-0.240203078,0.105753955,0.33761826,9.686009584,10.09964377,9.753773616,9.997619158,10.34768475,10.09482951,10.19103607,10.04471978,10.64824226
Phax,-0.240253353,0.033656994,0.185844545,10.72871121,10.71317052,10.98819577,10.65037884,10.97175323,11.08973059,10.93456746,10.90414919,11.31498997
Ntn1,-0.2402548,0.219122956,0.485903583,6.334148822,6.295280764,6.13511179,6.320118395,6.140576422,6.293068213,6.528454511,6.350630896,6.303878464
Anp32b,-0.24038174,0.051159054,0.23409285,14.14462765,14.25639254,14.23712794,14.23607361,14.53540323,14.48074229,14.36967398,14.36822134,14.93293078
Rps13-ps2,-0.240384923,0.207575839,0.472693238,6.357891984,6.513728185,6.464510319,6.292717774,6.562361423,6.51095711,6.50832864,6.493680919,6.769558939
Sema6c,-0.240387262,0.183609292,0.445510502,6.487216191,6.513728185,6.464510319,6.510518178,6.543876098,6.592317481,6.69211499,6.653851188,6.566593992
Rps21,-0.240558351,NA,NA,11.84709128,12.21462075,12.03304525,11.95466928,12.28694299,12.09345928,12.13070246,12.06266661,12.97565126
Wash1,-0.240692993,0.043110241,0.21320711,10.68942803,10.93561162,10.58189619,10.95721052,11.01895426,11.0720824,11.00377804,10.93554698,11.36282345
Dctn6,-0.24072875,0.018718829,0.134910478,11.27234047,11.45438676,11.20182543,11.39975741,11.53812008,11.49160571,11.59420312,11.55324456,11.8552576
9930014A18Rik,-0.240965615,0.122163661,0.361997536,7.410101769,7.117946684,7.429582133,7.101208491,7.090694507,7.452687279,7.376231117,7.478178369,7.322181133
Polb,-0.240977374,0.07208493,0.277093003,9.669586178,9.772217899,9.798873852,9.724204866,10.00196719,9.863058266,9.995955204,9.796643712,10.45604441
Ms4a6d,-0.241077459,0.139855028,0.386616565,7.146395433,7.411701153,7.274863397,7.368397667,7.123272885,7.320181889,7.738132254,7.395605511,7.269833501
Psmg2,-0.241140896,NA,NA,10.66814058,10.81108876,10.8034164,10.78555234,11.05462645,10.89422401,10.92666814,10.88779852,11.56785592
Polr2c,-0.241175811,0.073888932,0.280845454,10.07299447,10.27713261,10.06799997,10.06371437,10.3425365,10.40377622,10.12848634,10.24769229,10.83774694
Nfia,-0.241260909,0.161823587,0.417770825,6.715567471,7.093927655,6.843898413,6.876757291,6.950247633,6.934380685,7.261914364,7.033890084,6.966759417
Ddx41,-0.241385309,0.060168414,0.253183922,11.45497812,11.67297435,11.49603073,11.56156723,11.88443281,11.90509973,11.73445023,11.60843743,12.23521325
Zswim7,-0.241402551,0.132470241,0.376115926,7.531268053,7.687535219,7.922616552,7.651073795,8.007489433,7.689800968,8.004835411,7.90566803,8.2591566
Snx17,-0.241437531,0.039379241,0.203944279,11.27991367,11.63210689,11.46069037,11.55669993,11.79275744,11.73312249,11.71290716,11.70088492,12.07881845
Lrrcc1,-0.241470475,0.030799661,0.177264239,9.926042294,9.648393371,9.775665528,10.00193004,9.734038865,9.88659211,10.19223575,10.21932448,9.930450363
Gm14027,-0.241498164,0.217511299,0.484546055,6.446318335,6.138788247,6.16934025,6.466870231,6.445148498,6.234902932,6.675261819,6.515323102,6.502672288
Snord100,-0.241543888,0.152922829,0.406830233,7.620561875,8.098815114,7.735525574,8.006430049,8.229681054,8.076264012,8.032680387,7.97438629,8.573511528
Mrps26,-0.241560286,NA,NA,10.81318115,11.16350177,10.92794649,10.93411927,11.30310503,11.22302372,10.96433638,11.01440415,11.9124232
Tprgl,-0.24158267,0.007497034,0.079843116,11.65956024,11.74106333,11.61355012,11.77063001,11.8791149,11.88503117,11.95657859,11.90106106,12.18028434
Eif4a-ps4,-0.241994876,0.10707305,0.340152646,6.988777464,7.263196085,7.167170486,7.026993931,7.057174062,7.349787052,7.210930082,7.255178235,7.215131692
Psmc3,-0.242679126,0.067152571,0.2680584,12.95052516,13.25310306,13.02340771,13.13466042,13.51462079,13.41988852,13.30250774,13.25076221,13.82009888
Kctd12,-0.242713516,0.183533296,0.445485066,6.819411648,6.820595018,6.858814022,6.684417596,6.562361423,7.137272738,6.787658561,6.689961133,6.966759417
Gpsm3,-0.242763533,0.090329177,0.312510001,11.01275469,11.45649258,11.08422927,11.37453186,11.71608975,11.5194146,11.60188718,11.37819725,11.96060209
